Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
21,67.0,Medium,High,--,7,52,Medium,Yes,3,Low,--,N/A,Negative,3,Yes,High School,Not Available,NULL,62
30,72.0,Medium,Low,No,N/A,73,Medium,Yes,0,High,Medium,Public,Neutral,4,No,High School,Moderate,Male,66
25,73.0,High,Medium,,6,80,Medium,Yes,3,High,Medium,,Positive,2,No,High School,Far,Female,69
18,66.0,Medium,High,Yes,4,86,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,College,Near,Female,66
15,68.0,Medium,--,Yes,5,95,Medium,Yes,,High,Medium,Public,Negative,5,No,College,Near,Female,64
7,92.0,High,Medium,No,NULL,64,NULL,Yes,,Low,Low,Public,Neutral,4,,Postgraduate,,Male,66
,67.0,Medium,Medium,No,7,95,Low,Yes,2,Medium,Medium,Public,Neutral,5,NULL,High School,Near,Male,
19,61.0,Low,High,Yes,8,83,Low,,1,Medium,Medium,Private,Negative,3,No,High School,Near,Male,62
14,85.0,Medium,Medium,Yes,8,54,Low,Yes,1,High,Medium,Private,Negative,4,No,Postgraduate,Moderate,Male,Not Available
19,99.0,Low,High,No,Not Available,69,Low,Yes,0,High,Medium,Private,Negative,2,No,High School,Moderate,Male,68
20,73.0,High,High,Yes,8,74,Low,Yes,1,Low,Low,Private,Negative,4,No,N/A,Moderate,Male,65
19,65.0,Medium,High,Yes,7,68,NULL,Yes,1,Low,,Public,Neutral,4,No,College,Near,Female,NULL
16,83.0,High,High,Unknown,7,56,Medium,Yes,3,Medium,Medium,Public,--,2,No,High School,Near,Male,68
21,96.0,Medium,High,Yes,4,78,Low,Yes,2,High,Medium,Private,Positive,2,No,High School,Near,Unknown,72
23,91.0,High,Low,No,6,57,Medium,Yes,Unknown,Low,Medium,Private,Positive,3,No,N/A,Unknown,Male,69
13,85.0,Low,Medium,No,6,96,Low,Yes,Unknown,Low,High,Public,Positive,5,No,Postgraduate,Far,Male,NULL
28,73.0,Low,Low,Yes,7,93,High,Yes,2,Low,High,Private,Neutral,3,Unknown,College,Near,Male,68
19,Unknown,Low,Low,No,6,74,Medium,Unknown,1,Medium,Not Available,Public,Neutral,2,No,High School,Moderate,Male,64
20,64.0,Medium,Low,Yes,8,53,Low,Unknown,NULL,Low,Medium,Public,Positive,--,No,High School,Near,Male,61
24,87.0,Low,Medium,,6,78,High,Yes,0,Low,Low,Public,Neutral,--,Yes,Postgraduate,Near,Male,67
21,89.0,Medium,Low,Yes,9,Not Available,Medium,Yes,0,Medium,Low,Public,Neutral,3,No,Postgraduate,Moderate,Male,68
26,99.0,Medium,Medium,No,6,94,High,NULL,2,Medium,Medium,Public,Positive,3,No,High School,Near,Male,74
22,70.0,Medium,High,Yes,6,53,Medium,Yes,3,Medium,High,--,Positive,2,No,High School,Near,Female,67
16,61.0,Unknown,High,Yes,6,85,Medium,Yes,2,Medium,Medium,Private,Positive,3,No,High School,Near,Male,64
22,N/A,Low,High,No,6,78,Medium,N/A,3,Medium,High,Not Available,Neutral,3,No,High School,Moderate,Male,69
13,88.0,High,Medium,Yes,9,Unknown,Medium,Yes,0,Low,Medium,Private,Negative,3,Yes,High School,Far,Female,63
21,92.0,Unknown,Medium,No,7,56,Medium,Yes,0,Low,Medium,Private,Neutral,4,No,High School,Moderate,Female,67
20,68.0,Unknown,Medium,Yes,7,85,NULL,Yes,1,Medium,Medium,Public,Neutral,3,No,College,Far,Male,65
19,70.0,Medium,Medium,Yes,6,N/A,Medium,NULL,5,Medium,Low,Public,,4,No,Postgraduate,Moderate,Female,67
19,81.0,High,Medium,No,7,Not Available,Medium,Yes,1,Not Available,N/A,Private,Negative,5,No,Postgraduate,,,68
9,73.0,Not Available,Low,Yes,7,95,Medium,No,3,Low,Medium,Private,Negative,3,No,Postgraduate,Near,Male,62
17,94.0,High,Medium,Yes,7,78,Medium,Yes,1,Low,High,Public,Neutral,3,No,College,,Female,70
21,NULL,Low,Not Available,Yes,7,82,Medium,Yes,1,High,Medium,Public,,3,No,High School,Near,Female,67
21,92.0,High,High,Yes,9,58,Medium,Yes,2,High,Medium,Public,Neutral,5,No,High School,Moderate,Female,89
14,83.0,High,Medium,Yes,7,95,N/A,Yes,1,Low,Medium,Private,Neutral,2,Yes,High School,Near,Female,65
28,91.0,Low,Medium,Yes,NULL,73,Medium,No,2,NULL,Medium,Public,Neutral,2,No,High School,Near,--,69
15,73.0,Medium,Medium,No,--,76,High,Yes,2,Not Available,Medium,Public,Positive,4,No,High School,Far,Female,64
26,93.0,High,Low,No,6,94,Medium,Yes,6,N/A,Medium,Private,Negative,4,No,--,Near,Female,74
23,71.0,Medium,High,No,8,50,Medium,Yes,0,High,Medium,Public,Positive,2,No,High School,Far,Female,64
16,N/A,Low,High,No,7,75,Medium,Yes,0,Low,Medium,Public,Negative,Unknown,No,Postgraduate,Moderate,Female,64
31,69.0,Medium,Low,Yes,9,81,Medium,Yes,2,Medium,Not Available,Private,Negative,2,No,College,Near,Male,67
13,79.0,Low,Low,Yes,6,58,--,Yes,2,Medium,Medium,Public,Positive,4,Not Available,College,Moderate,Male,63
26,73.0,High,Medium,Yes,7,53,Low,Unknown,3,Medium,High,Private,Neutral,5,No,N/A,Moderate,Female,68
26,71.0,Low,Medium,Yes,5,77,Low,NULL,0,Medium,Medium,Public,Neutral,5,No,Postgraduate,Near,N/A,66
16,99.0,Low,High,Yes,7,77,High,Yes,0,Low,Medium,Public,Neutral,3,Yes,NULL,Moderate,Female,68
,66.0,Medium,High,No,5,67,Medium,Yes,1,High,Medium,Private,NULL,1,No,Postgraduate,Moderate,Female,68
18,91.0,Medium,Medium,No,7,NULL,Medium,Yes,3,Low,Medium,Private,Neutral,2,No,High School,Near,Female,69
22,99.0,High,Low,No,7,65,Medium,Yes,3,Low,Low,Public,NULL,3,No,Postgraduate,Near,Female,71
22,61.0,Low,High,Yes,7,76,NULL,Yes,1,,Medium,Public,Positive,3,No,College,Near,Female,65
NULL,Not Available,Low,Medium,Yes,8,Unknown,--,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,67
25,70.0,Medium,Medium,No,7,51,Medium,Yes,1,High,NULL,Public,Negative,4,No,College,Near,Female,65
25,62.0,High,Medium,No,5,71,Medium,Yes,0,Low,High,Private,Positive,4,No,High School,Moderate,Male,65
10,76.0,NULL,Low,No,6,76,Not Available,Yes,1,High,High,Public,Negative,2,No,Postgraduate,Unknown,Male,80
28,97.0,Medium,Medium,Yes,7,88,High,N/A,2,Medium,Medium,Unknown,Neutral,2,No,High School,Moderate,Male,74
10,60.0,Medium,Unknown,,7,72,Low,No,3,Medium,Low,Public,Positive,3,No,High School,Near,Male,59
26,84.0,Medium,Medium,No,7,64,Low,Yes,2,High,High,Public,Neutral,NULL,No,High School,Near,NULL,69
27,80.0,Medium,Low,Yes,,80,Medium,Yes,0,High,Medium,Public,Neutral,2,Yes,High School,Moderate,Male,66
13,95.0,Medium,Medium,Yes,7,69,Medium,Yes,1,Low,Low,Public,Positive,2,Yes,Postgraduate,Moderate,Female,66
18,63.0,High,High,No,8,62,Medium,Yes,2,High,Medium,Public,Positive,4,No,High School,Near,Female,65
13,--,High,Medium,Yes,4,96,Low,Yes,3,Low,Low,Public,Neutral,3,Yes,College,Near,NULL,67
19,87.0,High,High,No,8,77,Low,Yes,3,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,Unknown
18,87.0,Medium,Low,Yes,10,60,High,Yes,N/A,Medium,Medium,Public,Unknown,3,No,High School,,Female,
25,98.0,Medium,Not Available,Yes,9,84,Medium,Yes,1,Medium,High,Private,Neutral,2,No,Postgraduate,Near,Female,73
28,93.0,Low,High,Yes,6,90,--,Yes,1,Low,Medium,Public,Positive,2,Unknown,High School,Near,N/A,71
28,62.0,High,Not Available,Yes,NULL,88,Medium,Yes,0,Low,High,Public,Positive,2,Yes,Postgraduate,Moderate,Male,67
17,79.0,Medium,N/A,Yes,7,80,Low,Yes,1,N/A,High,Public,Positive,3,No,College,Near,Female,67
19,76.0,High,Low,No,7,76,Medium,Yes,0,High,High,Public,Neutral,2,No,Postgraduate,Near,Male,66
10,N/A,Medium,Low,Unknown,7,89,Medium,Yes,3,Medium,--,Public,NULL,4,No,College,Near,Female,63
15,78.0,High,High,No,7,85,Medium,Not Available,1,Not Available,Medium,Public,Negative,1,No,High School,Far,Male,N/A
26,75.0,Medium,Low,Yes,4,79,Medium,Yes,2,High,Medium,Public,Negative,1,No,College,Near,Male,67
30,77.0,--,Low,Yes,8,83,Medium,Yes,1,Low,Low,Public,Positive,3,,College,Near,Male,69
13,99.0,Medium,Medium,Yes,7,58,Medium,Yes,1,Low,Medium,Public,Neutral,2,No,High School,Near,Male,67
16,64.0,High,Medium,Yes,7,NULL,High,Unknown,4,High,High,Public,Neutral,3,No,College,Near,Male,66
,97.0,High,High,Yes,7,97,Low,Yes,2,Medium,High,Private,Neutral,4,No,High School,Moderate,Female,74
22,79.0,High,Medium,No,6,97,,No,2,High,,Public,Positive,2,No,College,Moderate,Female,69
15,85.0,Low,Medium,Yes,7,89,High,Yes,0,Medium,Medium,Not Available,Unknown,4,No,College,Moderate,Female,66
23,93.0,High,NULL,Yes,9,69,N/A,Yes,--,Medium,Medium,Private,Positive,3,Yes,Postgraduate,Moderate,Male,69
17,--,Medium,N/A,N/A,8,58,,N/A,1,High,Medium,Public,Neutral,2,No,College,Far,Male,63
20,77.0,Medium,Low,Yes,7,68,Medium,No,0,Medium,High,Private,Positive,3,No,College,Near,Female,65
23,76.0,Low,Medium,No,7,86,Low,No,1,Low,Medium,Private,Positive,4,No,College,Far,Male,64
NULL,75.0,Low,Medium,No,7,67,High,Yes,0,Medium,Medium,Unknown,Neutral,4,No,High School,Near,Male,64
17,97.0,Low,High,Yes,6,90,Unknown,Yes,2,Medium,Low,Public,Negative,2,No,High School,Moderate,Male,69
19,Unknown,High,High,No,7,84,Medium,Yes,Not Available,Low,High,Public,Negative,3,No,High School,Near,Female,73
19,64.0,Medium,Medium,Yes,8,81,High,Yes,1,Medium,Medium,Public,Unknown,3,Yes,High School,Moderate,Male,62
18,64.0,Low,Low,Yes,7,97,Low,Yes,2,Medium,Low,Private,Neutral,4,No,College,Near,Male,Not Available
18,77.0,Medium,Medium,Yes,6,95,High,Yes,0,Medium,High,Private,Positive,Not Available,No,Postgraduate,Moderate,Female,68
N/A,64.0,--,Medium,No,7,86,Low,Yes,1,Medium,Medium,--,Not Available,3,No,Postgraduate,Far,Female,66
23,85.0,Low,N/A,Yes,8,60,High,NULL,2,Medium,Medium,Public,Positive,1,Yes,College,,,68
Not Available,66.0,Low,High,Yes,5,97,Medium,Yes,4,Medium,Medium,Public,Not Available,4,No,High School,Moderate,Male,66
24,81.0,Low,Medium,Yes,6,61,--,Yes,3,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Male,69
18,60.0,Medium,Medium,Yes,5,69,Medium,Yes,0,Medium,Medium,Public,Neutral,,No,Postgraduate,Near,Female,62
27,73.0,Low,Medium,Not Available,7,91,Medium,Yes,NULL,NULL,Medium,Public,Neutral,4,No,College,Far,Not Available,68
22,87.0,Medium,Medium,No,8,60,Low,Not Available,2,Medium,High,N/A,Negative,2,No,College,Moderate,Male,67
19,79.0,Low,Medium,No,,82,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,High School,Near,Male,65
23,99.0,Low,Medium,No,--,73,Medium,Yes,0,Low,Medium,Public,Negative,4,No,College,Near,Male,69
N/A,95.0,Medium,Medium,No,6,Not Available,High,N/A,2,Unknown,Low,Public,Positive,Not Available,No,High School,Near,Male,67
13,74.0,Low,,Yes,7,NULL,High,Yes,0,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Female,64
13,62.0,Low,Medium,Yes,6,NULL,Medium,No,3,High,High,Private,Neutral,3,Yes,Postgraduate,Near,Female,62
21,94.0,N/A,Medium,Yes,9,65,Low,Yes,5,High,--,Private,Neutral,3,Yes,High School,Near,Unknown,
30,96.0,Medium,High,Yes,9,53,Medium,No,0,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,72
33,93.0,High,High,Yes,7,98,Low,Yes,0,Medium,Medium,Public,Negative,2,Yes,High School,Near,Female,NULL
24,65.0,Low,High,No,6,79,Low,Yes,1,Medium,High,Public,Neutral,2,,Postgraduate,Near,Male,66
23,100.0,,Low,Yes,4,59,Not Available,Yes,2,Medium,Medium,Public,NULL,4,No,High School,Near,Female,72
9,70.0,High,Medium,No,5,81,Medium,Yes,1,High,NULL,Private,Neutral,4,No,Postgraduate,Near,Female,65
17,89.0,High,Medium,Yes,4,52,High,Yes,N/A,Low,Medium,Public,Positive,3,No,College,Far,Female,67
NULL,96.0,Medium,High,Yes,--,59,High,Yes,2,Medium,High,Private,Neutral,2,No,High School,Near,Male,70
16,69.0,N/A,Medium,Yes,10,82,Medium,N/A,0,Low,High,Public,Negative,1,Yes,High School,Moderate,Male,62
19,96.0,Low,Low,Yes,5,70,High,Yes,--,NULL,,Public,Positive,2,No,High School,Far,Male,66
17,72.0,Low,Medium,Yes,NULL,66,Medium,Yes,Unknown,,High,Public,Negative,--,No,College,Near,Male,65
8,99.0,Low,--,Yes,6,83,High,Yes,2,Medium,High,Public,Positive,4,Yes,Postgraduate,--,N/A,70
24,71.0,High,High,Yes,10,93,Low,Yes,2,Medium,Medium,Private,N/A,2,Yes,College,Near,Female,69
14,Not Available,Medium,Medium,Yes,7,84,Low,Yes,3,High,Medium,Public,Neutral,3,No,High School,Near,Female,70
21,62.0,Not Available,High,No,8,73,Medium,Yes,2,High,Medium,Private,Negative,2,Unknown,College,Near,Female,66
32,88.0,Medium,Low,Not Available,7,83,Low,Yes,1,Low,N/A,Private,Positive,4,No,Postgraduate,Near,Male,73
14,81.0,Unknown,Medium,No,4,85,Low,Yes,3,Medium,NULL,Public,Positive,4,No,Postgraduate,N/A,Female,69
5,79.0,High,High,Yes,9,89,Low,Yes,3,Medium,Medium,Private,Neutral,3,No,College,Near,Female,66
18,69.0,High,Medium,Yes,8,65,Medium,Yes,4,NULL,Medium,Public,Neutral,4,No,High School,Far,Male,65
27,N/A,Medium,Low,No,7,56,N/A,Yes,2,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,70
32,68.0,High,High,No,10,84,Medium,Yes,0,Medium,High,Private,Positive,2,No,Postgraduate,Far,Male,70
13,82.0,High,Medium,No,6,56,NULL,Yes,2,Low,High,Public,Neutral,4,No,Postgraduate,Near,Male,67
23,70.0,Medium,High,Yes,7,73,High,Yes,1,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Male,68
17,98.0,Medium,Low,,6,62,Low,Yes,1,Medium,N/A,Private,Neutral,2,No,College,Near,Female,68
N/A,Unknown,High,Medium,No,9,NULL,Medium,Yes,0,Low,N/A,Public,Negative,NULL,No,College,Far,Female,61
36,68.0,--,Medium,Yes,,74,High,Yes,2,Medium,Medium,Public,Negative,Unknown,No,N/A,Near,Male,N/A
11,70.0,High,High,No,7,95,High,Yes,Not Available,Low,High,Public,Negative,5,No,--,Moderate,Male,65
22,77.0,Not Available,Medium,Yes,5,84,Medium,No,3,High,Medium,Public,Positive,--,No,High School,Moderate,Male,Not Available
23,69.0,Medium,Medium,Yes,6,59,Medium,N/A,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,67
27,80.0,Low,Low,Yes,5,94,High,Yes,3,High,Medium,Public,Negative,3,No,High School,Near,Male,69
21,95.0,Medium,High,No,9,75,Medium,NULL,1,Low,Medium,Public,Neutral,Unknown,No,College,Far,Male,69
22,88.0,Medium,Medium,Yes,5,60,Low,Yes,1,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,67
18,83.0,High,Low,No,9,76,Medium,NULL,0,Medium,Low,Private,Neutral,4,No,High School,Near,Female,66
22,64.0,Low,Medium,Yes,9,Not Available,Medium,Yes,1,High,High,Private,Not Available,2,No,High School,Near,Male,63
18,88.0,High,NULL,No,6,68,,Yes,0,Medium,Unknown,Public,Neutral,4,No,High School,Far,Female,67
24,67.0,High,Low,Yes,6,90,Medium,Yes,0,Low,Medium,Public,Neutral,1,No,College,Far,Male,64
18,91.0,Medium,Low,No,6,83,Not Available,Yes,2,Low,N/A,Private,Neutral,4,No,High School,Near,Male,N/A
22,70.0,Medium,High,Yes,8,74,Low,Yes,2,NULL,High,Public,Negative,2,No,,Moderate,Male,65
20,77.0,Medium,Low,No,9,61,Medium,Yes,2,Medium,Medium,Public,Neutral,--,No,High School,Near,Male,65
N/A,,Medium,Low,Yes,9,64,High,No,1,Low,Medium,Public,N/A,3,No,High School,Near,Male,65
20,94.0,Low,Medium,N/A,6,99,Medium,Yes,0,Medium,Medium,Public,--,4,No,College,Near,Female,70
9,--,Medium,High,Yes,9,N/A,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Near,Female,62
28,83.0,High,Low,No,9,81,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,68
15,66.0,Low,High,Yes,7,75,Low,Yes,0,--,High,Public,Negative,3,No,College,Near,Male,62
16,88.0,Medium,High,Yes,7,51,Medium,Yes,0,Medium,Medium,--,Positive,3,No,N/A,Near,Female,68
16,96.0,High,Medium,Yes,--,97,Medium,Yes,0,Medium,High,Private,Neutral,5,No,College,Near,Not Available,72
28,77.0,High,N/A,,9,54,Low,Yes,1,High,Medium,Public,Positive,3,No,Postgraduate,Near,Female,70
7,80.0,High,Unknown,No,9,83,Low,No,3,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,62
39,97.0,NULL,High,Yes,10,91,Medium,Yes,2,Low,Medium,Public,Positive,3,Not Available,High School,Moderate,Female,79
26,81.0,Medium,High,Yes,8,,Medium,Yes,2,NULL,High,Public,,1,No,Postgraduate,Near,Male,Not Available
Not Available,80.0,High,High,Yes,7,NULL,High,N/A,1,Low,Low,Public,Negative,2,Not Available,College,Far,Male,68
20,83.0,High,Medium,Yes,9,87,Low,Unknown,Not Available,NULL,Medium,Public,Neutral,2,No,High School,Near,Male,68
22,88.0,Medium,Medium,Yes,NULL,72,Medium,Yes,2,Low,High,Public,Neutral,2,Not Available,High School,,Female,69
23,64.0,Medium,Low,Yes,6,95,High,Yes,1,Low,Medium,Public,--,2,Yes,College,Far,Not Available,63
24,93.0,Medium,Medium,Yes,7,96,Medium,No,5,High,NULL,Public,Negative,4,No,Postgraduate,Near,NULL,74
23,77.0,Medium,Medium,Yes,5,72,Medium,Yes,2,High,High,Public,--,5,--,College,Moderate,Female,69
21,63.0,Medium,Low,No,8,74,Medium,Yes,0,Low,Medium,,Negative,3,No,NULL,Near,Female,61
19,91.0,Medium,Low,Yes,8,74,Low,Yes,4,Medium,Medium,Public,Neutral,2,Yes,Postgraduate,Near,NULL,N/A
19,75.0,Medium,Low,No,6,64,High,N/A,2,,Medium,Public,Neutral,3,No,High School,--,Female,64
19,64.0,Medium,Medium,N/A,9,56,Low,Yes,2,Low,Medium,Public,Positive,4,No,Postgraduate,Far,Female,63
27,85.0,Low,High,No,6,63,Low,Yes,1,Low,Medium,Public,Negative,2,No,College,Not Available,Male,68
24,95.0,High,Medium,Yes,6,92,Medium,Yes,2,Low,Medium,Public,Neutral,3,NULL,High School,Far,Male,72
2,96.0,Low,High,Yes,9,77,Medium,Yes,Unknown,Medium,,Public,Neutral,2,No,,Far,Female,65
24,98.0,Low,Low,No,6,Unknown,N/A,No,2,Low,Low,Public,Positive,4,No,College,Near,Male,69
21,95.0,Medium,Low,No,5,87,--,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,70
20,60.0,Medium,Medium,Yes,8,,Low,Yes,1,Medium,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Not Available,63
18,75.0,Low,Medium,Yes,NULL,59,Low,Yes,N/A,Not Available,Medium,Public,Positive,2,Yes,High School,Near,Female,62
27,93.0,Medium,Medium,Yes,9,--,Low,Yes,1,NULL,Medium,Public,Positive,2,No,Postgraduate,Near,--,72
26,75.0,High,NULL,No,8,97,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,High School,Far,Male,69
15,N/A,Medium,Medium,No,4,92,Low,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Moderate,Female,66
22,84.0,Medium,Medium,Yes,9,88,Medium,Yes,2,Low,High,Private,Neutral,4,No,Postgraduate,,Male,71
14,75.0,Low,Low,No,10,88,Medium,Yes,2,Low,N/A,Private,Negative,3,Unknown,College,Moderate,Female,62
12,96.0,Medium,Low,Yes,9,76,Medium,Yes,2,Medium,High,N/A,Positive,2,No,High School,Near,Male,68
16,80.0,High,Low,No,9,58,Low,Yes,0,Medium,,Public,Neutral,2,No,High School,Near,Female,NULL
25,N/A,--,Medium,Yes,Unknown,64,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,College,Far,Female,66
26,100.0,High,Medium,Yes,6,79,High,Yes,1,Medium,NULL,Public,Positive,3,Unknown,College,Moderate,Male,75
23,80.0,Medium,Low,Yes,7,66,High,Yes,Unknown,High,High,Private,Positive,4,No,College,Near,Not Available,69
24,67.0,High,Medium,No,8,89,Medium,Yes,2,High,Low,Private,Positive,3,No,High School,Near,Female,Unknown
23,81.0,High,Medium,No,8,69,Medium,Yes,5,Medium,Medium,Public,Negative,2,No,--,Moderate,Male,69
16,93.0,High,Low,No,--,56,Medium,Yes,2,Low,Medium,Public,Positive,4,Not Available,High School,Near,Male,67
23,91.0,High,Medium,Yes,6,89,NULL,Yes,3,Medium,NULL,Private,Negative,3,No,Postgraduate,Near,Male,73
NULL,92.0,Not Available,--,Yes,5,85,Low,Yes,1,Low,Medium,Public,Negative,1,No,College,Near,Male,71
--,88.0,High,Medium,NULL,8,,Medium,Yes,2,High,Medium,Public,Positive,3,Not Available,High School,Moderate,Female,71
27,70.0,Medium,Medium,No,6,N/A,High,Yes,Unknown,Low,Medium,Private,Neutral,2,No,High School,Near,Female,68
24,N/A,High,Low,No,7,70,Not Available,Yes,1,High,NULL,Public,Neutral,1,,High School,NULL,Male,--
22,NULL,Low,High,Yes,10,84,Low,Yes,1,High,High,Public,Negative,Not Available,Unknown,High School,Near,Male,NULL
26,N/A,Medium,High,No,8,96,High,Yes,1,Medium,High,Public,Neutral,2,No,High School,Near,Male,69
Unknown,65.0,High,Medium,No,7,58,Medium,No,3,Low,Medium,Private,Neutral,Not Available,No,High School,Near,Male,63
15,Not Available,Low,Medium,Yes,8,94,Medium,Not Available,2,Medium,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,71
19,95.0,Medium,Medium,Yes,9,85,Medium,No,2,Low,Medium,Public,Negative,3,No,College,Near,Male,69
Unknown,96.0,High,Medium,Yes,5,58,Medium,Yes,2,High,Low,Public,Positive,,No,Postgraduate,Moderate,Male,71
16,95.0,Medium,Low,No,6,83,Low,Unknown,2,Low,High,Private,Neutral,--,No,High School,Near,Female,
19,82.0,Medium,Medium,No,7,94,Medium,Yes,1,Medium,Unknown,Public,Positive,3,No,High School,Near,Female,68
15,86.0,Medium,Low,No,6,90,Unknown,,0,Medium,NULL,,Neutral,3,No,Postgraduate,Unknown,Male,66
--,82.0,Medium,Medium,No,7,88,Medium,Yes,3,Low,Medium,Public,Negative,3,No,College,Moderate,Female,67
9,62.0,Low,High,--,,58,Low,Yes,0,--,High,Private,Not Available,5,No,College,Moderate,Female,59
21,90.0,Low,Medium,No,8,60,Medium,Yes,1,Low,Medium,Public,Negative,2,No,Not Available,Near,Female,66
20,80.0,Low,Low,No,6,77,Low,Yes,0,Medium,High,Private,Negative,3,No,High School,Near,Not Available,64
15,,Medium,Medium,No,7,79,Medium,Yes,1,Low,Medium,,Neutral,3,NULL,High School,Moderate,Unknown,64
24,80.0,Medium,High,Yes,7,97,Medium,Yes,0,NULL,High,Private,Neutral,4,N/A,High School,Moderate,Female,69
26,80.0,High,Low,No,Not Available,73,High,Yes,1,Medium,Medium,Public,Unknown,3,No,High School,Near,Male,69
N/A,NULL,Medium,Unknown,NULL,4,65,Medium,No,3,Medium,Medium,Public,--,3,No,High School,Near,Male,61
15,71.0,High,High,No,8,60,Medium,Yes,0,Low,High,Private,Negative,3,No,High School,Far,Not Available,62
15,66.0,Low,Medium,No,7,53,Medium,Yes,,Medium,,Not Available,Negative,Unknown,No,College,Near,Female,61
14,68.0,Medium,Medium,Yes,8,53,High,Yes,1,N/A,High,Private,Positive,2,No,College,Near,Female,63
25,99.0,Medium,Low,No,5,79,Low,Yes,2,Low,Medium,Public,Positive,4,No,College,Near,Female,71
19,66.0,High,High,Yes,--,59,Medium,Not Available,1,Medium,Low,Public,--,2,No,Postgraduate,Moderate,Female,65
18,71.0,High,High,Yes,N/A,93,Medium,Yes,1,Low,High,Private,Neutral,NULL,Not Available,College,Moderate,Male,68
8,84.0,High,High,No,7,80,Medium,Yes,1,High,High,,--,4,No,High School,Moderate,Male,67
24,84.0,Low,High,Yes,6,93,High,Yes,2,Low,Medium,Public,Neutral,1,No,High School,Near,Unknown,70
13,66.0,High,Medium,Yes,6,71,Medium,Yes,3,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,64
20,92.0,Medium,High,NULL,N/A,80,High,Yes,N/A,Medium,Medium,Private,Neutral,3,No,College,Near,Male,71
22,91.0,High,Medium,Yes,8,,Low,Yes,2,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,71
28,69.0,Medium,High,No,8,99,Low,Yes,0,NULL,Medium,Private,Negative,3,No,High School,Moderate,Female,67
12,72.0,Medium,Low,Yes,7,90,Medium,Yes,0,High,Medium,Public,Positive,3,No,Postgraduate,,Male,63
2,N/A,Low,High,Yes,7,80,N/A,N/A,2,Low,High,Not Available,Neutral,1,No,High School,Near,Male,NULL
21,N/A,Medium,Low,Yes,7,80,Medium,Yes,3,High,Medium,Public,Neutral,1,No,,Moderate,Male,70
--,88.0,Unknown,Low,No,Unknown,62,Medium,Yes,2,Low,Medium,Private,N/A,4,No,High School,Near,Male,70
27,63.0,Low,Medium,Yes,8,87,Medium,Yes,3,Low,High,Private,--,3,No,High School,Near,Female,67
21,77.0,Low,Medium,No,7,99,High,Yes,3,Medium,High,Public,NULL,3,No,Postgraduate,N/A,Male,69
17,82.0,High,Low,No,9,56,Low,N/A,3,High,Medium,Public,Positive,2,No,High School,Near,Female,66
25,67.0,Medium,High,No,9,82,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Far,Female,67
14,78.0,High,Medium,Yes,7,76,Medium,Yes,0,High,Medium,Public,Negative,2,Yes,College,Near,Female,65
23,84.0,High,High,Yes,8,93,Medium,Yes,1,High,Medium,Public,Positive,3,No,Postgraduate,Far,Male,72
